Time,,x(t),vx(t),,y(t),vy(t),,z(t),vz(t)
743,,4367.14,5.87509,,-7329.84,3.76535,,-53638.1,2.13996
743.5,,4370.08,5.87508,,-7327.95,3.76536,,-53637,2.14003
744,,4373.02,5.87507,,-7326.07,3.76537,,-53635.9,2.1401
744.5,,4375.96,5.87507,,-7324.19,3.76538,,-53634.9,2.14016
745,,4378.89,5.87506,,-7322.3,3.76539,,-53633.8,2.14023
745.5,,4381.83,5.87506,,-7320.42,3.7654,,-53632.7,2.1403
746,,4384.77,5.87505,,-7318.54,3.76541,,-53631.6,2.14036
746.5,,4387.71,5.87505,,-7316.66,3.76542,,-53630.6,2.14043
747,,4390.64,5.87504,,-7314.77,3.76542,,-53629.5,2.1405
747.5,,4393.58,5.87504,,-7312.89,3.76543,,-53628.4,2.14056
748,,4396.52,5.87503,,-7311.01,3.76544,,-53627.4,2.14063
748.5,,4399.46,5.87503,,-7309.13,3.76545,,-53626.3,2.1407
749,,4402.39,5.87502,,-7307.24,3.76546,,-53625.2,2.14076
749.5,,4405.33,5.87501,,-7305.36,3.76547,,-53624.2,2.14083
750,,4408.27,5.87501,,-7303.48,3.76548,,-53623.1,2.1409
750.5,,4411.21,5.875,,-7301.59,3.76549,,-53622,2.14096
751,,4414.14,5.875,,-7299.71,3.7655,,-53620.9,2.14103
751.5,,4417.08,5.87499,,-7297.83,3.76551,,-53619.9,2.1411
752,,4420.02,5.87499,,-7295.95,3.76552,,-53618.8,2.14116
752.5,,4422.96,5.87498,,-7294.06,3.76552,,-53617.7,2.14123
753,,4425.89,5.87498,,-7292.18,3.76553,,-53616.7,2.1413
753.5,,4428.83,5.87497,,-7290.3,3.76554,,-53615.6,2.14136
754,,4431.77,5.87497,,-7288.42,3.76555,,-53614.5,2.14143
754.5,,4434.71,5.87496,,-7286.53,3.76556,,-53613.5,2.1415
755,,4437.64,5.87495,,-7284.65,3.76557,,-53612.4,2.14156
755.5,,4440.58,5.87495,,-7282.77,3.76558,,-53611.3,2.14163
756,,4443.52,5.87494,,-7280.88,3.76559,,-53610.2,2.1417
756.5,,4446.46,5.87494,,-7279,3.7656,,-53609.2,2.14176
757,,4449.39,5.87493,,-7277.12,3.76561,,-53608.1,2.14183
757.5,,4452.33,5.87493,,-7275.24,3.76562,,-53607,2.1419
758,,4455.27,5.87492,,-7273.35,3.76562,,-53606,2.14196
758.5,,4458.21,5.87492,,-7271.47,3.76563,,-53604.9,2.14203
759,,4461.14,5.87491,,-7269.59,3.76564,,-53603.8,2.1421
759.5,,4464.08,5.8749,,-7267.7,3.76565,,-53602.7,2.14216
760,,4467.02,5.8749,,-7265.82,3.76566,,-53601.7,2.14223
760.5,,4469.96,5.87489,,-7263.94,3.76567,,-53600.6,2.1423
761,,4472.89,5.87489,,-7262.06,3.76568,,-53599.5,2.14237
761.5,,4475.83,5.87488,,-7260.17,3.76569,,-53598.5,2.14243
762,,4478.77,5.87488,,-7258.29,3.7657,,-53597.4,2.1425
762.5,,4481.7,5.87487,,-7256.41,3.76571,,-53596.3,2.14257
763,,4484.64,5.87487,,-7254.52,3.76571,,-53595.2,2.14263
763.5,,4487.58,5.87486,,-7252.64,3.76572,,-53594.2,2.1427
764,,4490.52,5.87485,,-7250.76,3.76573,,-53593.1,2.14277
764.5,,4493.45,5.87485,,-7248.88,3.76574,,-53592,2.14283
765,,4496.39,5.87484,,-7246.99,3.76575,,-53591,2.1429
765.5,,4499.33,5.87484,,-7245.11,3.76576,,-53589.9,2.14297
766,,4502.27,5.87483,,-7243.23,3.76577,,-53588.8,2.14303
766.5,,4505.2,5.87483,,-7241.34,3.76578,,-53587.7,2.1431
767,,4508.14,5.87482,,-7239.46,3.76579,,-53586.7,2.14317
767.5,,4511.08,5.87481,,-7237.58,3.7658,,-53585.6,2.14323
768,,4514.02,5.87481,,-7235.7,3.76581,,-53584.5,2.1433
768.5,,4516.95,5.8748,,-7233.81,3.76581,,-53583.5,2.14337
769,,4519.89,5.8748,,-7231.93,3.76582,,-53582.4,2.14343
769.5,,4522.83,5.87479,,-7230.05,3.76583,,-53581.3,2.1435
770,,4525.77,5.87479,,-7228.16,3.76584,,-53580.2,2.14357
770.5,,4528.7,5.87478,,-7226.28,3.76585,,-53579.2,2.14364
771,,4531.64,5.87478,,-7224.4,3.76586,,-53578.1,2.1437
771.5,,4534.58,5.87477,,-7222.52,3.76587,,-53577,2.14377
772,,4537.52,5.87476,,-7220.63,3.76588,,-53576,2.14384
772.5,,4540.45,5.87476,,-7218.75,3.76589,,-53574.9,2.1439
773,,4543.39,5.87475,,-7216.87,3.7659,,-53573.8,2.14397
773.5,,4546.33,5.87475,,-7214.98,3.7659,,-53572.7,2.14404
774,,4549.27,5.87474,,-7213.1,3.76591,,-53571.7,2.1441
774.5,,4552.2,5.87474,,-7211.22,3.76592,,-53570.6,2.14417
775,,4555.14,5.87473,,-7209.33,3.76593,,-53569.5,2.14424
775.5,,4558.08,5.87472,,-7207.45,3.76594,,-53568.5,2.1443
776,,4561.01,5.87472,,-7205.57,3.76595,,-53567.4,2.14437
776.5,,4563.95,5.87471,,-7203.69,3.76596,,-53566.3,2.14444
777,,4566.89,5.87471,,-7201.8,3.76597,,-53565.2,2.1445
777.5,,4569.83,5.8747,,-7199.92,3.76598,,-53564.2,2.14457
778,,4572.76,5.8747,,-7198.04,3.76599,,-53563.1,2.14464
778.5,,4575.7,5.87469,,-7196.15,3.76599,,-53562,2.14471
779,,4578.64,5.87468,,-7194.27,3.766,,-53560.9,2.14477
779.5,,4581.58,5.87468,,-7192.39,3.76601,,-53559.9,2.14484
780,,4584.51,5.87467,,-7190.5,3.76602,,-53558.8,2.14491
780.5,,4587.45,5.87467,,-7188.62,3.76603,,-53557.7,2.14497
781,,4590.39,5.87466,,-7186.74,3.76604,,-53556.7,2.14504
781.5,,4593.33,5.87466,,-7184.86,3.76605,,-53555.6,2.14511
782,,4596.26,5.87465,,-7182.97,3.76606,,-53554.5,2.14517
782.5,,4599.2,5.87464,,-7181.09,3.76607,,-53553.4,2.14524
783,,4602.14,5.87464,,-7179.21,3.76608,,-53552.4,2.14531
783.5,,4605.07,5.87463,,-7177.32,3.76608,,-53551.3,2.14537
784,,4608.01,5.87463,,-7175.44,3.76609,,-53550.2,2.14544
784.5,,4610.95,5.87462,,-7173.56,3.7661,,-53549.1,2.14551
785,,4613.89,5.87462,,-7171.67,3.76611,,-53548.1,2.14558
785.5,,4616.82,5.87461,,-7169.79,3.76612,,-53547,2.14564
786,,4619.76,5.8746,,-7167.91,3.76613,,-53545.9,2.14571
786.5,,4622.7,5.8746,,-7166.03,3.76614,,-53544.9,2.14578
787,,4625.64,5.87459,,-7164.14,3.76615,,-53543.8,2.14584
787.5,,4628.57,5.87459,,-7162.26,3.76616,,-53542.7,2.14591
788,,4631.51,5.87458,,-7160.38,3.76616,,-53541.6,2.14598
788.5,,4634.45,5.87457,,-7158.49,3.76617,,-53540.6,2.14604
789,,4637.39,5.87457,,-7156.61,3.76618,,-53539.5,2.14611
789.5,,4640.32,5.87456,,-7154.73,3.76619,,-53538.4,2.14618
790,,4643.26,5.87456,,-7152.84,3.7662,,-53537.3,2.14625
790.5,,4646.2,5.87455,,-7150.96,3.76621,,-53536.3,2.14631
791,,4649.13,5.87455,,-7149.08,3.76622,,-53535.2,2.14638
791.5,,4652.07,5.87454,,-7147.19,3.76623,,-53534.1,2.14645
792,,4655.01,5.87453,,-7145.31,3.76624,,-53533.1,2.14651
792.5,,4657.95,5.87453,,-7143.43,3.76625,,-53532,2.14658
793,,4660.88,5.87452,,-7141.54,3.76625,,-53530.9,2.14665
793.5,,4663.82,5.87452,,-7139.66,3.76626,,-53529.8,2.14671
794,,4666.76,5.87451,,-7137.78,3.76627,,-53528.8,2.14678
794.5,,4669.7,5.8745,,-7135.9,3.76628,,-53527.7,2.14685
795,,4672.63,5.8745,,-7134.01,3.76629,,-53526.6,2.14691
795.5,,4675.57,5.87449,,-7132.13,3.7663,,-53525.5,2.14698
796,,4678.51,5.87449,,-7130.25,3.76631,,-53524.5,2.14705
796.5,,4681.44,5.87448,,-7128.36,3.76632,,-53523.4,2.14712
797,,4684.38,5.87448,,-7126.48,3.76633,,-53522.3,2.14718
797.5,,4687.32,5.87447,,-7124.6,3.76633,,-53521.2,2.14725
798,,4690.26,5.87446,,-7122.71,3.76634,,-53520.2,2.14732
798.5,,4693.19,5.87446,,-7120.83,3.76635,,-53519.1,2.14738
799,,4696.13,5.87445,,-7118.95,3.76636,,-53518,2.14745
799.5,,4699.07,5.87445,,-7117.06,3.76637,,-53516.9,2.14752
800,,4702,5.87444,,-7115.18,3.76638,,-53515.9,2.14759
800.5,,4704.94,5.87443,,-7113.3,3.76639,,-53514.8,2.14765
801,,4707.88,5.87443,,-7111.41,3.7664,,-53513.7,2.14772
801.5,,4710.82,5.87442,,-7109.53,3.76641,,-53512.7,2.14779
802,,4713.75,5.87442,,-7107.65,3.76642,,-53511.6,2.14785
802.5,,4716.69,5.87441,,-7105.76,3.76642,,-53510.5,2.14792
803,,4719.63,5.8744,,-7103.88,3.76643,,-53509.4,2.14799
803.5,,4722.57,5.8744,,-7102,3.76644,,-53508.4,2.14805
804,,4725.5,5.87439,,-7100.12,3.76645,,-53507.3,2.14812
804.5,,4728.44,5.87439,,-7098.23,3.76646,,-53506.2,2.14819
805,,4731.38,5.87438,,-7096.35,3.76647,,-53505.1,2.14826
805.5,,4734.31,5.87438,,-7094.47,3.76648,,-53504.1,2.14832
806,,4737.25,5.87437,,-7092.58,3.76649,,-53503,2.14839
806.5,,4740.19,5.87436,,-7090.7,3.7665,,-53501.9,2.14846
807,,4743.13,5.87436,,-7088.82,3.7665,,-53500.8,2.14852
807.5,,4746.06,5.87435,,-7086.93,3.76651,,-53499.8,2.14859
808,,4749,5.87435,,-7085.05,3.76652,,-53498.7,2.14866
808.5,,4751.94,5.87434,,-7083.17,3.76653,,-53497.6,2.14872
809,,4754.87,5.87433,,-7081.28,3.76654,,-53496.5,2.14879
809.5,,4757.81,5.87433,,-7079.4,3.76655,,-53495.5,2.14886
810,,4760.75,5.87432,,-7077.52,3.76656,,-53494.4,2.14893
810.5,,4763.69,5.87432,,-7075.63,3.76657,,-53493.3,2.14899
811,,4766.62,5.87431,,-7073.75,3.76657,,-53492.2,2.14906
811.5,,4769.56,5.8743,,-7071.87,3.76658,,-53491.2,2.14913
812,,4772.5,5.8743,,-7069.98,3.76659,,-53490.1,2.14919
812.5,,4775.43,5.87429,,-7068.1,3.7666,,-53489,2.14926
813,,4778.37,5.87429,,-7066.22,3.76661,,-53487.9,2.14933
813.5,,4781.31,5.87428,,-7064.33,3.76662,,-53486.9,2.1494
814,,4784.25,5.87427,,-7062.45,3.76663,,-53485.8,2.14946
814.5,,4787.18,5.87427,,-7060.57,3.76664,,-53484.7,2.14953
815,,4790.12,5.87426,,-7058.68,3.76665,,-53483.6,2.1496
815.5,,4793.06,5.87426,,-7056.8,3.76665,,-53482.6,2.14966
816,,4795.99,5.87425,,-7054.92,3.76666,,-53481.5,2.14973
816.5,,4798.93,5.87424,,-7053.03,3.76667,,-53480.4,2.1498
817,,4801.87,5.87424,,-7051.15,3.76668,,-53479.3,2.14987
817.5,,4804.81,5.87423,,-7049.27,3.76669,,-53478.3,2.14993
818,,4807.74,5.87423,,-7047.38,3.7667,,-53477.2,2.15
818.5,,4810.68,5.87422,,-7045.5,3.76671,,-53476.1,2.15007
819,,4813.62,5.87421,,-7043.62,3.76672,,-53475,2.15013
819.5,,4816.55,5.87421,,-7041.73,3.76673,,-53474,2.1502
820,,4819.49,5.8742,,-7039.85,3.76673,,-53472.9,2.15027
820.5,,4822.43,5.8742,,-7037.97,3.76674,,-53471.8,2.15033
821,,4825.37,5.87419,,-7036.08,3.76675,,-53470.7,2.1504
821.5,,4828.3,5.87418,,-7034.2,3.76676,,-53469.7,2.15047
822,,4831.24,5.87418,,-7032.32,3.76677,,-53468.6,2.15054
822.5,,4834.18,5.87417,,-7030.43,3.76678,,-53467.5,2.1506
823,,4837.11,5.87417,,-7028.55,3.76679,,-53466.4,2.15067
823.5,,4840.05,5.87416,,-7026.67,3.7668,,-53465.4,2.15074
824,,4842.99,5.87415,,-7024.78,3.7668,,-53464.3,2.1508
824.5,,4845.92,5.87415,,-7022.9,3.76681,,-53463.2,2.15087
825,,4848.86,5.87414,,-7021.02,3.76682,,-53462.1,2.15094
825.5,,4851.8,5.87413,,-7019.13,3.76683,,-53461.1,2.15101
826,,4854.74,5.87413,,-7017.25,3.76684,,-53460,2.15107
826.5,,4857.67,5.87412,,-7015.37,3.76685,,-53458.9,2.15114
827,,4860.61,5.87412,,-7013.48,3.76686,,-53457.8,2.15121
827.5,,4863.55,5.87411,,-7011.6,3.76687,,-53456.8,2.15127
828,,4866.48,5.8741,,-7009.72,3.76688,,-53455.7,2.15134
828.5,,4869.42,5.8741,,-7007.83,3.76688,,-53454.6,2.15141
829,,4872.36,5.87409,,-7005.95,3.76689,,-53453.5,2.15148
829.5,,4875.3,5.87409,,-7004.06,3.7669,,-53452.5,2.15154
830,,4878.23,5.87408,,-7002.18,3.76691,,-53451.4,2.15161
830.5,,4881.17,5.87407,,-7000.3,3.76692,,-53450.3,2.15168
831,,4884.11,5.87407,,-6998.41,3.76693,,-53449.2,2.15175
831.5,,4887.04,5.87406,,-6996.53,3.76694,,-53448.2,2.15181
832,,4889.98,5.87406,,-6994.65,3.76695,,-53447.1,2.15188
832.5,,4892.92,5.87405,,-6992.76,3.76695,,-53446,2.15195
833,,4895.85,5.87404,,-6990.88,3.76696,,-53444.9,2.15201
833.5,,4898.79,5.87404,,-6989,3.76697,,-53443.9,2.15208
834,,4901.73,5.87403,,-6987.11,3.76698,,-53442.8,2.15215
834.5,,4904.67,5.87402,,-6985.23,3.76699,,-53441.7,2.15222
835,,4907.6,5.87402,,-6983.35,3.767,,-53440.6,2.15228
835.5,,4910.54,5.87401,,-6981.46,3.76701,,-53439.6,2.15235
836,,4913.48,5.87401,,-6979.58,3.76702,,-53438.5,2.15242
836.5,,4916.41,5.874,,-6977.7,3.76702,,-53437.4,2.15248
837,,4919.35,5.87399,,-6975.81,3.76703,,-53436.3,2.15255
837.5,,4922.29,5.87399,,-6973.93,3.76704,,-53435.2,2.15262
838,,4925.22,5.87398,,-6972.05,3.76705,,-53434.2,2.15269
838.5,,4928.16,5.87397,,-6970.16,3.76706,,-53433.1,2.15275
839,,4931.1,5.87397,,-6968.28,3.76707,,-53432,2.15282
839.5,,4934.04,5.87396,,-6966.39,3.76708,,-53430.9,2.15289
840,,4936.97,5.87396,,-6964.51,3.76709,,-53429.9,2.15295
840.5,,4939.91,5.87395,,-6962.63,3.7671,,-53428.8,2.15302
841,,4942.85,5.87394,,-6960.74,3.7671,,-53427.7,2.15309
841.5,,4945.78,5.87394,,-6958.86,3.76711,,-53426.6,2.15316
842,,4948.72,5.87393,,-6956.98,3.76712,,-53425.6,2.15322
842.5,,4951.66,5.87393,,-6955.09,3.76713,,-53424.5,2.15329
843,,4954.59,5.87392,,-6953.21,3.76714,,-53423.4,2.15336
843.5,,4957.53,5.87391,,-6951.33,3.76715,,-53422.3,2.15343
844,,4960.47,5.87391,,-6949.44,3.76716,,-53421.3,2.15349
844.5,,4963.41,5.8739,,-6947.56,3.76717,,-53420.2,2.15356
845,,4966.34,5.87389,,-6945.68,3.76717,,-53419.1,2.15363
845.5,,4969.28,5.87389,,-6943.79,3.76718,,-53418,2.15369
846,,4972.22,5.87388,,-6941.91,3.76719,,-53416.9,2.15376
846.5,,4975.15,5.87388,,-6940.02,3.7672,,-53415.9,2.15383
847,,4978.09,5.87387,,-6938.14,3.76721,,-53414.8,2.1539
847.5,,4981.03,5.87386,,-6936.26,3.76722,,-53413.7,2.15396
848,,4983.96,5.87386,,-6934.37,3.76723,,-53412.6,2.15403
848.5,,4986.9,5.87385,,-6932.49,3.76724,,-53411.6,2.1541
849,,4989.84,5.87384,,-6930.61,3.76724,,-53410.5,2.15417
849.5,,4992.77,5.87384,,-6928.72,3.76725,,-53409.4,2.15423
850,,4995.71,5.87383,,-6926.84,3.76726,,-53408.3,2.1543
850.5,,4998.65,5.87382,,-6924.96,3.76727,,-53407.3,2.15437
851,,5001.59,5.87382,,-6923.07,3.76728,,-53406.2,2.15443
851.5,,5004.52,5.87381,,-6921.19,3.76729,,-53405.1,2.1545
852,,5007.46,5.87381,,-6919.31,3.7673,,-53404,2.15457
852.5,,5010.4,5.8738,,-6917.42,3.7673,,-53402.9,2.15464
853,,5013.33,5.87379,,-6915.54,3.76731,,-53401.9,2.1547
853.5,,5016.27,5.87379,,-6913.65,3.76732,,-53400.8,2.15477
854,,5019.21,5.87378,,-6911.77,3.76733,,-53399.7,2.15484
854.5,,5022.14,5.87377,,-6909.89,3.76734,,-53398.6,2.15491
855,,5025.08,5.87377,,-6908,3.76735,,-53397.6,2.15497
855.5,,5028.02,5.87376,,-6906.12,3.76736,,-53396.5,2.15504
856,,5030.95,5.87376,,-6904.24,3.76737,,-53395.4,2.15511
856.5,,5033.89,5.87375,,-6902.35,3.76737,,-53394.3,2.15517
857,,5036.83,5.87374,,-6900.47,3.76738,,-53393.2,2.15524
857.5,,5039.76,5.87374,,-6898.58,3.76739,,-53392.2,2.15531
858,,5042.7,5.87373,,-6896.7,3.7674,,-53391.1,2.15538
858.5,,5045.64,5.87372,,-6894.82,3.76741,,-53390,2.15544
859,,5048.58,5.87372,,-6892.93,3.76742,,-53388.9,2.15551
859.5,,5051.51,5.87371,,-6891.05,3.76743,,-53387.9,2.15558
860,,5054.45,5.8737,,-6889.17,3.76744,,-53386.8,2.15565
860.5,,5057.39,5.8737,,-6887.28,3.76744,,-53385.7,2.15571
861,,5060.32,5.87369,,-6885.4,3.76745,,-53384.6,2.15578
861.5,,5063.26,5.87369,,-6883.52,3.76746,,-53383.5,2.15585
862,,5066.2,5.87368,,-6881.63,3.76747,,-53382.5,2.15592
862.5,,5069.13,5.87367,,-6879.75,3.76748,,-53381.4,2.15598
863,,5072.07,5.87367,,-6877.86,3.76749,,-53380.3,2.15605
863.5,,5075.01,5.87366,,-6875.98,3.7675,,-53379.2,2.15612
864,,5077.94,5.87365,,-6874.1,3.7675,,-53378.2,2.15618
864.5,,5080.88,5.87365,,-6872.21,3.76751,,-53377.1,2.15625
865,,5083.82,5.87364,,-6870.33,3.76752,,-53376,2.15632
865.5,,5086.75,5.87363,,-6868.45,3.76753,,-53374.9,2.15639
866,,5089.69,5.87363,,-6866.56,3.76754,,-53373.8,2.15645
866.5,,5092.63,5.87362,,-6864.68,3.76755,,-53372.8,2.15652
867,,5095.56,5.87361,,-6862.79,3.76756,,-53371.7,2.15659
867.5,,5098.5,5.87361,,-6860.91,3.76757,,-53370.6,2.15666
868,,5101.44,5.8736,,-6859.03,3.76757,,-53369.5,2.15672
868.5,,5104.38,5.8736,,-6857.14,3.76758,,-53368.5,2.15679
869,,5107.31,5.87359,,-6855.26,3.76759,,-53367.4,2.15686
869.5,,5110.25,5.87358,,-6853.37,3.7676,,-53366.3,2.15693
870,,5113.19,5.87358,,-6851.49,3.76761,,-53365.2,2.15699
870.5,,5116.12,5.87357,,-6849.61,3.76762,,-53364.1,2.15706
871,,5119.06,5.87356,,-6847.72,3.76763,,-53363.1,2.15713
871.5,,5122,5.87356,,-6845.84,3.76763,,-53362,2.15719
872,,5124.93,5.87355,,-6843.96,3.76764,,-53360.9,2.15726
872.5,,5127.87,5.87354,,-6842.07,3.76765,,-53359.8,2.15733
873,,5130.81,5.87354,,-6840.19,3.76766,,-53358.7,2.1574
873.5,,5133.74,5.87353,,-6838.3,3.76767,,-53357.7,2.15746
874,,5136.68,5.87352,,-6836.42,3.76768,,-53356.6,2.15753
874.5,,5139.62,5.87352,,-6834.54,3.76769,,-53355.5,2.1576
875,,5142.55,5.87351,,-6832.65,3.7677,,-53354.4,2.15767
875.5,,5145.49,5.87351,,-6830.77,3.7677,,-53353.3,2.15773
876,,5148.43,5.8735,,-6828.89,3.76771,,-53352.3,2.1578
876.5,,5151.36,5.87349,,-6827,3.76772,,-53351.2,2.15787
877,,5154.3,5.87349,,-6825.12,3.76773,,-53350.1,2.15794
877.5,,5157.24,5.87348,,-6823.23,3.76774,,-53349,2.158
878,,5160.17,5.87347,,-6821.35,3.76775,,-53348,2.15807
878.5,,5163.11,5.87347,,-6819.47,3.76776,,-53346.9,2.15814
879,,5166.05,5.87346,,-6817.58,3.76776,,-53345.8,2.15821
879.5,,5168.98,5.87345,,-6815.7,3.76777,,-53344.7,2.15827
880,,5171.92,5.87345,,-6813.81,3.76778,,-53343.6,2.15834
880.5,,5174.86,5.87344,,-6811.93,3.76779,,-53342.6,2.15841
881,,5177.79,5.87343,,-6810.05,3.7678,,-53341.5,2.15848
881.5,,5180.73,5.87343,,-6808.16,3.76781,,-53340.4,2.15854
882,,5183.67,5.87342,,-6806.28,3.76782,,-53339.3,2.15861
882.5,,5186.6,5.87341,,-6804.39,3.76782,,-53338.2,2.15868
883,,5189.54,5.87341,,-6802.51,3.76783,,-53337.2,2.15875
883.5,,5192.48,5.8734,,-6800.63,3.76784,,-53336.1,2.15881
884,,5195.41,5.87339,,-6798.74,3.76785,,-53335,2.15888
884.5,,5198.35,5.87339,,-6796.86,3.76786,,-53333.9,2.15895
885,,5201.29,5.87338,,-6794.97,3.76787,,-53332.8,2.15901
885.5,,5204.22,5.87337,,-6793.09,3.76788,,-53331.8,2.15908
886,,5207.16,5.87337,,-6791.21,3.76788,,-53330.7,2.15915
886.5,,5210.1,5.87336,,-6789.32,3.76789,,-53329.6,2.15922
887,,5213.03,5.87335,,-6787.44,3.7679,,-53328.5,2.15928
887.5,,5215.97,5.87335,,-6785.56,3.76791,,-53327.4,2.15935
888,,5218.91,5.87334,,-6783.67,3.76792,,-53326.4,2.15942
888.5,,5221.84,5.87333,,-6781.79,3.76793,,-53325.3,2.15949
889,,5224.78,5.87333,,-6779.9,3.76794,,-53324.2,2.15955
889.5,,5227.72,5.87332,,-6778.02,3.76794,,-53323.1,2.15962
890,,5230.65,5.87331,,-6776.14,3.76795,,-53322,2.15969
890.5,,5233.59,5.87331,,-6774.25,3.76796,,-53321,2.15976
891,,5236.53,5.8733,,-6772.37,3.76797,,-53319.9,2.15982
891.5,,5239.46,5.87329,,-6770.48,3.76798,,-53318.8,2.15989
892,,5242.4,5.87329,,-6768.6,3.76799,,-53317.7,2.15996
892.5,,5245.34,5.87328,,-6766.72,3.768,,-53316.6,2.16003
893,,5248.27,5.87328,,-6764.83,3.768,,-53315.6,2.16009
893.5,,5251.21,5.87327,,-6762.95,3.76801,,-53314.5,2.16016
894,,5254.15,5.87326,,-6761.06,3.76802,,-53313.4,2.16023
894.5,,5257.08,5.87326,,-6759.18,3.76803,,-53312.3,2.1603
895,,5260.02,5.87325,,-6757.3,3.76804,,-53311.2,2.16036
895.5,,5262.96,5.87324,,-6755.41,3.76805,,-53310.2,2.16043
896,,5265.89,5.87324,,-6753.53,3.76806,,-53309.1,2.1605
896.5,,5268.83,5.87323,,-6751.64,3.76806,,-53308,2.16057
897,,5271.77,5.87322,,-6749.76,3.76807,,-53306.9,2.16063
897.5,,5274.7,5.87322,,-6747.88,3.76808,,-53305.8,2.1607
898,,5277.64,5.87321,,-6745.99,3.76809,,-53304.8,2.16077
898.5,,5280.58,5.8732,,-6744.11,3.7681,,-53303.7,2.16084
899,,5283.51,5.8732,,-6742.22,3.76811,,-53302.6,2.1609
899.5,,5286.45,5.87319,,-6740.34,3.76812,,-53301.5,2.16097
900,,5289.39,5.87318,,-6738.45,3.76812,,-53300.4,2.16104
900.5,,5292.32,5.87317,,-6736.57,3.76813,,-53299.4,2.16111
901,,5295.26,5.87317,,-6734.69,3.76814,,-53298.3,2.16117
901.5,,5298.2,5.87316,,-6732.8,3.76815,,-53297.2,2.16124
902,,5301.13,5.87315,,-6730.92,3.76816,,-53296.1,2.16131
902.5,,5304.07,5.87315,,-6729.03,3.76817,,-53295,2.16138
903,,5307.01,5.87314,,-6727.15,3.76818,,-53294,2.16144
903.5,,5309.94,5.87313,,-6725.27,3.76818,,-53292.9,2.16151
904,,5312.88,5.87313,,-6723.38,3.76819,,-53291.8,2.16158
904.5,,5315.82,5.87312,,-6721.5,3.7682,,-53290.7,2.16165
905,,5318.75,5.87311,,-6719.61,3.76821,,-53289.6,2.16171
905.5,,5321.69,5.87311,,-6717.73,3.76822,,-53288.6,2.16178
906,,5324.63,5.8731,,-6715.85,3.76823,,-53287.5,2.16185
906.5,,5327.56,5.87309,,-6713.96,3.76824,,-53286.4,2.16192
907,,5330.5,5.87309,,-6712.08,3.76824,,-53285.3,2.16198
907.5,,5333.44,5.87308,,-6710.19,3.76825,,-53284.2,2.16205
908,,5336.37,5.87307,,-6708.31,3.76826,,-53283.2,2.16212
908.5,,5339.31,5.87307,,-6706.43,3.76827,,-53282.1,2.16219
909,,5342.25,5.87306,,-6704.54,3.76828,,-53281,2.16226
909.5,,5345.18,5.87305,,-6702.66,3.76829,,-53279.9,2.16232
910,,5348.12,5.87305,,-6700.77,3.76829,,-53278.8,2.16239
910.5,,5351.05,5.87304,,-6698.89,3.7683,,-53277.7,2.16246
911,,5353.99,5.87303,,-6697,3.76831,,-53276.7,2.16253
911.5,,5356.93,5.87303,,-6695.12,3.76832,,-53275.6,2.16259
912,,5359.86,5.87302,,-6693.24,3.76833,,-53274.5,2.16266
912.5,,5362.8,5.87301,,-6691.35,3.76834,,-53273.4,2.16273
913,,5365.74,5.87301,,-6689.47,3.76835,,-53272.3,2.1628
913.5,,5368.67,5.873,,-6687.58,3.76835,,-53271.3,2.16286
914,,5371.61,5.87299,,-6685.7,3.76836,,-53270.2,2.16293
914.5,,5374.55,5.87299,,-6683.82,3.76837,,-53269.1,2.163
915,,5377.48,5.87298,,-6681.93,3.76838,,-53268,2.16307
915.5,,5380.42,5.87297,,-6680.05,3.76839,,-53266.9,2.16313
916,,5383.36,5.87297,,-6678.16,3.7684,,-53265.9,2.1632
916.5,,5386.29,5.87296,,-6676.28,3.7684,,-53264.8,2.16327
917,,5389.23,5.87295,,-6674.39,3.76841,,-53263.7,2.16334
917.5,,5392.17,5.87294,,-6672.51,3.76842,,-53262.6,2.1634
918,,5395.1,5.87294,,-6670.63,3.76843,,-53261.5,2.16347
918.5,,5398.04,5.87293,,-6668.74,3.76844,,-53260.4,2.16354
919,,5400.98,5.87292,,-6666.86,3.76845,,-53259.4,2.16361
919.5,,5403.91,5.87292,,-6664.97,3.76846,,-53258.3,2.16367
920,,5406.85,5.87291,,-6663.09,3.76846,,-53257.2,2.16374
920.5,,5409.78,5.8729,,-6661.2,3.76847,,-53256.1,2.16381
921,,5412.72,5.8729,,-6659.32,3.76848,,-53255,2.16388
921.5,,5415.66,5.87289,,-6657.44,3.76849,,-53254,2.16395
922,,5418.59,5.87288,,-6655.55,3.7685,,-53252.9,2.16401
922.5,,5421.53,5.87288,,-6653.67,3.76851,,-53251.8,2.16408
923,,5424.47,5.87287,,-6651.78,3.76851,,-53250.7,2.16415
923.5,,5427.4,5.87286,,-6649.9,3.76852,,-53249.6,2.16422
924,,5430.34,5.87286,,-6648.02,3.76853,,-53248.5,2.16428
924.5,,5433.28,5.87285,,-6646.13,3.76854,,-53247.5,2.16435
925,,5436.21,5.87284,,-6644.25,3.76855,,-53246.4,2.16442
925.5,,5439.15,5.87283,,-6642.36,3.76856,,-53245.3,2.16449
926,,5442.09,5.87283,,-6640.48,3.76857,,-53244.2,2.16455
926.5,,5445.02,5.87282,,-6638.59,3.76857,,-53243.1,2.16462
927,,5447.96,5.87281,,-6636.71,3.76858,,-53242,2.16469
927.5,,5450.89,5.87281,,-6634.83,3.76859,,-53241,2.16476
